Divisors		1	1	10	10	10	10	10	10	100	1	10	10	10	1	1	10	1	1	1	1	10	10	10	10	10	10	10	10	10	10	10	10	1
Date	Time	version(43001)	R-version(44331)	BT1(40004)	BT6(40014)	BT7(40013)	BT25(40071)	BT71(40152)	BT63(40121)	Tot.Int.Add(43084)	Alarm number(45001)	Calc. Supply(43009)	Degree Minutes(40940)	BT1-Average(40067)	Relays PCA-Base(43514)	compr. freq. calc(44775)	compr. freq. act(44701)	compr. state(44457)	compr. protection mode(44702)	GP12-speed(44396)	GP10-on/off(43189)	EB101-BT3(44055)	EB101-BT12(44058)	EB101-BT14(44059)	EB101-BT15(44060)	EB101-BT16(44363)	EB101-BT17(44061)	EB101-BT28(44362)	EB101-BP4(44699)	EB101-BP4-raw(44698)	Saturation temp.(34000)	Sat. temp. sent(34001)	EB101-low pressure sensor(44700)	Prio(43086)
2026-02-23	21:32:13	9542	4	36	471	506	403	493	561	0	0	290	1000	33	14	46	460	1	0	77	1	510	556	919	525	4	60	31	344	711	99	99	67	20
2026-02-23	21:32:18	9542	4	36	471	507	403	496	561	0	0	290	1000	33	14	46	460	1	0	77	1	510	556	919	527	3	60	31	344	711	99	99	68	20
2026-02-23	21:32:23	9542	4	36	472	507	403	497	562	0	0	290	1000	33	14	46	460	1	0	77	1	510	556	919	530	2	60	31	344	711	99	99	68	20
2026-02-23	21:32:28	9542	4	36	472	507	403	496	562	0	0	290	1000	33	14	46	460	1	0	76	1	511	556	919	530	2	60	31	345	712	99	99	68	20
2026-02-23	21:32:33	9542	4	36	472	507	404	496	562	0	0	290	1000	33	14	46	460	1	0	76	1	511	556	919	531	2	60	31	345	713	99	99	68	20
2026-02-23	21:32:38	9542	4	36	473	507	404	496	562	0	0	290	1000	33	14	46	460	1	0	76	1	511	556	919	533	4	60	31	345	713	99	99	68	20
2026-02-23	21:32:43	9542	4	36	473	508	404	496	562	0	0	290	1000	33	14	46	460	1	0	76	1	511	557	923	536	4	60	31	346	715	99	99	68	20
2026-02-23	21:32:48	9542	4	36	473	508	404	497	563	0	0	290	1000	33	14	46	460	1	0	76	1	511	557	927	537	4	60	31	347	716	99	99	68	20
2026-02-23	21:32:53	9542	4	36	474	508	404	497	563	0	0	290	1000	33	14	46	460	1	0	76	1	511	557	927	537	4	60	31	347	716	99	99	68	20
2026-02-23	21:32:58	9542	4	36	474	508	404	497	563	0	0	290	1000	33	14	46	460	1	0	77	1	511	559	927	541	4	60	31	347	716	99	99	68	20
2026-02-23	21:33:03	9542	4	37	474	508	404	497	563	0	0	290	1000	33	14	46	460	1	0	77	1	511	560	929	543	4	60	31	347	716	99	99	69	20
2026-02-23	21:33:08	9542	4	36	475	509	405	496	564	0	0	290	1000	33	14	46	460	1	0	77	1	511	560	931	543	4	57	31	347	716	99	99	69	20
2026-02-23	21:33:13	9542	4	36	475	509	405	495	564	0	0	290	1000	33	14	46	460	1	0	77	1	511	560	931	545	4	52	31	347	716	99	99	69	20
2026-02-23	21:33:18	9542	4	35	475	509	405	493	564	0	0	290	1000	33	14	46	460	1	0	77	1	511	560	931	545	5	51	31	347	716	99	99	69	20
2026-02-23	21:33:23	9542	4	35	475	509	405	492	564	0	0	290	1000	33	14	46	460	1	0	77	1	511	560	933	545	6	51	31	347	716	99	99	69	20
2026-02-23	21:33:28	9542	4	35	476	509	405	492	565	0	0	290	1000	33	14	46	460	1	0	77	1	511	560	935	545	6	43	31	347	716	99	99	69	20
2026-02-23	21:33:33	9542	4	35	476	510	406	492	565	0	0	290	1000	33	14	46	460	1	0	77	1	511	560	935	545	6	28	31	347	716	99	99	69	20
2026-02-23	21:33:38	9542	4	35	476	510	406	492	565	0	0	290	1000	33	14	46	460	1	0	77	1	510	560	935	543	6	26	31	347	716	99	99	69	20
2026-02-23	21:33:43	9542	4	36	476	510	406	492	565	0	0	290	1000	33	14	46	460	1	0	77	1	510	560	935	543	6	26	31	347	716	99	99	69	20
2026-02-23	21:33:48	9542	4	36	477	510	406	492	566	0	0	290	1000	33	14	46	460	1	0	77	1	510	560	935	539	6	26	31	347	716	99	99	69	20
2026-02-23	21:33:53	9542	4	36	477	511	406	492	566	0	0	290	1000	33	14	46	460	1	0	77	1	508	560	935	537	6	12	31	347	716	99	99	69	20
2026-02-23	21:33:58	9542	4	36	477	511	406	491	566	0	0	290	1000	33	14	46	460	1	0	77	1	508	560	935	535	6	9	31	347	716	99	99	69	20
2026-02-23	21:34:03	9542	4	36	477	511	406	491	566	0	0	290	1000	33	14	46	460	1	0	77	1	505	560	935	533	6	9	31	348	718	99	99	69	20
2026-02-23	21:34:08	9542	4	36	477	511	406	490	566	0	0	290	1000	33	14	46	460	1	0	78	1	503	560	935	530	6	9	31	348	718	99	99	69	20
2026-02-23	21:34:13	9542	4	36	477	513	407	490	566	0	0	290	1000	33	14	46	460	1	0	79	1	503	560	935	530	6	7	31	347	716	99	99	69	20
2026-02-23	21:34:18	9542	4	36	478	513	407	488	566	0	0	290	1000	33	14	46	460	1	0	79	1	503	560	935	527	6	6	31	347	716	99	99	69	20
2026-02-23	21:34:23	9542	4	36	478	513	407	485	566	0	0	290	1000	33	14	46	460	1	0	79	1	503	559	933	524	6	6	31	346	715	99	99	69	20
2026-02-23	21:34:28	9542	4	36	478	513	407	483	566	0	0	290	1000	33	14	46	460	1	0	79	1	503	557	931	521	6	6	31	345	713	99	99	68	20
2026-02-23	21:34:33	9542	4	36	478	513	407	482	566	0	0	290	1000	33	14	46	460	1	0	79	1	503	557	931	521	6	4	31	345	713	99	99	69	20
2026-02-23	21:34:38	9542	4	36	478	514	407	481	566	0	0	290	1000	33	14	46	460	1	0	79	1	503	556	931	518	6	4	31	345	712	99	99	68	20
2026-02-23	21:34:43	9542	4	36	478	514	407	481	566	0	0	290	1000	33	14	46	460	1	0	78	1	503	556	929	514	6	4	31	345	713	99	99	69	20
